,participant_id,status,workplace,workplace_other,main_vehicle,topic,response
0,254,prof,Campus,,bicycle,too_expensive,False
1,254,prof,Campus,,bicycle,transition_time,False
2,254,prof,Campus,,bicycle,travel_time,False
3,254,prof,Campus,,bicycle,reliability,False
4,254,prof,Campus,,bicycle,too_crowded,False
5,254,prof,Campus,,bicycle,other,False
6,254,prof,Campus,,bicycle,low_frequency,False
7,254,prof,Campus,,bicycle,no_station,False
8,254,prof,Campus,,bicycle,comfort,False
9,254,prof,Campus,,bicycle,unsafe,False
10,254,prof,Campus,,bicycle,live_near_uni,True
11,255,wimi,Campus,,train-short,too_expensive,False
12,255,wimi,Campus,,train-short,transition_time,False
13,255,wimi,Campus,,train-short,travel_time,False
14,255,wimi,Campus,,train-short,reliability,False
15,255,wimi,Campus,,train-short,too_crowded,False
16,255,wimi,Campus,,train-short,other,True
17,255,wimi,Campus,,train-short,low_frequency,True
18,255,wimi,Campus,,train-short,no_station,False
19,255,wimi,Campus,,train-short,comfort,False
20,255,wimi,Campus,,train-short,unsafe,False
21,255,wimi,Campus,,train-short,live_near_uni,False
22,256,niwi,Campus,,bicycle,too_expensive,False
23,256,niwi,Campus,,bicycle,transition_time,False
24,256,niwi,Campus,,bicycle,travel_time,True
25,256,niwi,Campus,,bicycle,reliability,False
26,256,niwi,Campus,,bicycle,too_crowded,False
27,256,niwi,Campus,,bicycle,other,False
28,256,niwi,Campus,,bicycle,low_frequency,False
29,256,niwi,Campus,,bicycle,no_station,False
30,256,niwi,Campus,,bicycle,comfort,False
31,256,niwi,Campus,,bicycle,unsafe,False
32,256,niwi,Campus,,bicycle,live_near_uni,True
33,258,prof,Sedanstraße,,walk,too_expensive,False
34,258,prof,Sedanstraße,,walk,transition_time,False
35,258,prof,Sedanstraße,,walk,travel_time,False
36,258,prof,Sedanstraße,,walk,reliability,False
37,258,prof,Sedanstraße,,walk,too_crowded,False
38,258,prof,Sedanstraße,,walk,other,True
39,258,prof,Sedanstraße,,walk,low_frequency,False
40,258,prof,Sedanstraße,,walk,no_station,False
41,258,prof,Sedanstraße,,walk,comfort,False
42,258,prof,Sedanstraße,,walk,unsafe,False
43,258,prof,Sedanstraße,,walk,live_near_uni,False
44,259,niwi,Campus,,car-driver,too_expensive,False
45,259,niwi,Campus,,car-driver,transition_time,True
46,259,niwi,Campus,,car-driver,travel_time,True
47,259,niwi,Campus,,car-driver,reliability,False
48,259,niwi,Campus,,car-driver,too_crowded,True
49,259,niwi,Campus,,car-driver,other,False
50,259,niwi,Campus,,car-driver,low_frequency,True
51,259,niwi,Campus,,car-driver,no_station,True
52,259,niwi,Campus,,car-driver,comfort,False
53,259,niwi,Campus,,car-driver,unsafe,False
54,259,niwi,Campus,,car-driver,live_near_uni,False
55,260,niwi,Campus,,car-driver,too_expensive,True
56,260,niwi,Campus,,car-driver,transition_time,True
57,260,niwi,Campus,,car-driver,travel_time,True
58,260,niwi,Campus,,car-driver,reliability,False
59,260,niwi,Campus,,car-driver,too_crowded,False
60,260,niwi,Campus,,car-driver,other,False
61,260,niwi,Campus,,car-driver,low_frequency,False
62,260,niwi,Campus,,car-driver,no_station,False
63,260,niwi,Campus,,car-driver,comfort,False
64,260,niwi,Campus,,car-driver,unsafe,False
65,260,niwi,Campus,,car-driver,live_near_uni,False
66,261,wimi,Campus,,walk,too_expensive,True
67,261,wimi,Campus,,walk,transition_time,False
68,261,wimi,Campus,,walk,travel_time,True
69,261,wimi,Campus,,walk,reliability,False
70,261,wimi,Campus,,walk,too_crowded,True
71,261,wimi,Campus,,walk,other,False
72,261,wimi,Campus,,walk,low_frequency,False
73,261,wimi,Campus,,walk,no_station,False
74,261,wimi,Campus,,walk,comfort,False
75,261,wimi,Campus,,walk,unsafe,False
76,261,wimi,Campus,,walk,live_near_uni,True
77,262,student,Campus,,bus,too_expensive,False
78,262,student,Campus,,bus,transition_time,False
79,262,student,Campus,,bus,travel_time,False
80,262,student,Campus,,bus,reliability,False
81,262,student,Campus,,bus,too_crowded,False
82,262,student,Campus,,bus,other,False
83,262,student,Campus,,bus,low_frequency,False
84,262,student,Campus,,bus,no_station,False
85,262,student,Campus,,bus,comfort,False
86,262,student,Campus,,bus,unsafe,False
87,262,student,Campus,,bus,live_near_uni,False
88,263,wimi,Campus,,car-driver,too_expensive,True
89,263,wimi,Campus,,car-driver,transition_time,True
90,263,wimi,Campus,,car-driver,travel_time,False
91,263,wimi,Campus,,car-driver,reliability,True
92,263,wimi,Campus,,car-driver,too_crowded,False
93,263,wimi,Campus,,car-driver,other,False
94,263,wimi,Campus,,car-driver,low_frequency,True
95,263,wimi,Campus,,car-driver,no_station,True
96,263,wimi,Campus,,car-driver,comfort,True
97,263,wimi,Campus,,car-driver,unsafe,False
98,263,wimi,Campus,,car-driver,live_near_uni,True
99,265,niwi,Campus,,car-driver,too_expensive,True
100,265,niwi,Campus,,car-driver,transition_time,True
101,265,niwi,Campus,,car-driver,travel_time,True
102,265,niwi,Campus,,car-driver,reliability,True
103,265,niwi,Campus,,car-driver,too_crowded,True
104,265,niwi,Campus,,car-driver,other,False
105,265,niwi,Campus,,car-driver,low_frequency,True
106,265,niwi,Campus,,car-driver,no_station,True
107,265,niwi,Campus,,car-driver,comfort,True
108,265,niwi,Campus,,car-driver,unsafe,True
109,265,niwi,Campus,,car-driver,live_near_uni,False
110,266,niwi,Sonstiger,Dr.-Gessler-Str.,car-driver,too_expensive,False
111,266,niwi,Sonstiger,Dr.-Gessler-Str.,car-driver,transition_time,True
112,266,niwi,Sonstiger,Dr.-Gessler-Str.,car-driver,travel_time,True
113,266,niwi,Sonstiger,Dr.-Gessler-Str.,car-driver,reliability,True
114,266,niwi,Sonstiger,Dr.-Gessler-Str.,car-driver,too_crowded,True
115,266,niwi,Sonstiger,Dr.-Gessler-Str.,car-driver,other,False
116,266,niwi,Sonstiger,Dr.-Gessler-Str.,car-driver,low_frequency,False
117,266,niwi,Sonstiger,Dr.-Gessler-Str.,car-driver,no_station,True
118,266,niwi,Sonstiger,Dr.-Gessler-Str.,car-driver,comfort,True
119,266,niwi,Sonstiger,Dr.-Gessler-Str.,car-driver,unsafe,True
120,266,niwi,Sonstiger,Dr.-Gessler-Str.,car-driver,live_near_uni,False
121,267,niwi,Campus,,bicycle,too_expensive,False
122,267,niwi,Campus,,bicycle,transition_time,True
123,267,niwi,Campus,,bicycle,travel_time,False
124,267,niwi,Campus,,bicycle,reliability,False
125,267,niwi,Campus,,bicycle,too_crowded,False
126,267,niwi,Campus,,bicycle,other,False
127,267,niwi,Campus,,bicycle,low_frequency,False
128,267,niwi,Campus,,bicycle,no_station,False
129,267,niwi,Campus,,bicycle,comfort,False
130,267,niwi,Campus,,bicycle,unsafe,False
131,267,niwi,Campus,,bicycle,live_near_uni,True
132,268,niwi,Campus,,car-driver,too_expensive,True
133,268,niwi,Campus,,car-driver,transition_time,True
134,268,niwi,Campus,,car-driver,travel_time,False
135,268,niwi,Campus,,car-driver,reliability,True
136,268,niwi,Campus,,car-driver,too_crowded,True
137,268,niwi,Campus,,car-driver,other,False
138,268,niwi,Campus,,car-driver,low_frequency,False
139,268,niwi,Campus,,car-driver,no_station,True
140,268,niwi,Campus,,car-driver,comfort,True
141,268,niwi,Campus,,car-driver,unsafe,False
142,268,niwi,Campus,,car-driver,live_near_uni,False
143,269,niwi,Campus,,bus,too_expensive,True
144,269,niwi,Campus,,bus,transition_time,False
145,269,niwi,Campus,,bus,travel_time,False
146,269,niwi,Campus,,bus,reliability,False
147,269,niwi,Campus,,bus,too_crowded,False
148,269,niwi,Campus,,bus,other,False
149,269,niwi,Campus,,bus,low_frequency,False
150,269,niwi,Campus,,bus,no_station,False
151,269,niwi,Campus,,bus,comfort,False
152,269,niwi,Campus,,bus,unsafe,False
153,269,niwi,Campus,,bus,live_near_uni,False
154,270,wimi,Campus,,bicycle,too_expensive,False
155,270,wimi,Campus,,bicycle,transition_time,False
156,270,wimi,Campus,,bicycle,travel_time,False
157,270,wimi,Campus,,bicycle,reliability,False
158,270,wimi,Campus,,bicycle,too_crowded,False
159,270,wimi,Campus,,bicycle,other,False
160,270,wimi,Campus,,bicycle,low_frequency,False
161,270,wimi,Campus,,bicycle,no_station,False
162,270,wimi,Campus,,bicycle,comfort,False
163,270,wimi,Campus,,bicycle,unsafe,False
164,270,wimi,Campus,,bicycle,live_near_uni,True
165,271,wimi,Campus,,ebike,too_expensive,False
166,271,wimi,Campus,,ebike,transition_time,False
167,271,wimi,Campus,,ebike,travel_time,True
168,271,wimi,Campus,,ebike,reliability,False
169,271,wimi,Campus,,ebike,too_crowded,True
170,271,wimi,Campus,,ebike,other,False
171,271,wimi,Campus,,ebike,low_frequency,True
172,271,wimi,Campus,,ebike,no_station,False
173,271,wimi,Campus,,ebike,comfort,True
174,271,wimi,Campus,,ebike,unsafe,False
175,271,wimi,Campus,,ebike,live_near_uni,False
176,272,wimi,Altes Finanzamt,,train-short,too_expensive,False
177,272,wimi,Altes Finanzamt,,train-short,transition_time,False
178,272,wimi,Altes Finanzamt,,train-short,travel_time,False
179,272,wimi,Altes Finanzamt,,train-short,reliability,False
180,272,wimi,Altes Finanzamt,,train-short,too_crowded,False
181,272,wimi,Altes Finanzamt,,train-short,other,False
182,272,wimi,Altes Finanzamt,,train-short,low_frequency,False
183,272,wimi,Altes Finanzamt,,train-short,no_station,False
184,272,wimi,Altes Finanzamt,,train-short,comfort,False
185,272,wimi,Altes Finanzamt,,train-short,unsafe,False
186,272,wimi,Altes Finanzamt,,train-short,live_near_uni,False
187,273,niwi,Campus,,car-driver,too_expensive,True
188,273,niwi,Campus,,car-driver,transition_time,False
189,273,niwi,Campus,,car-driver,travel_time,False
190,273,niwi,Campus,,car-driver,reliability,False
191,273,niwi,Campus,,car-driver,too_crowded,False
192,273,niwi,Campus,,car-driver,other,False
193,273,niwi,Campus,,car-driver,low_frequency,True
194,273,niwi,Campus,,car-driver,no_station,False
195,273,niwi,Campus,,car-driver,comfort,False
196,273,niwi,Campus,,car-driver,unsafe,False
197,273,niwi,Campus,,car-driver,live_near_uni,False
198,275,niwi,Campus,,car-driver,too_expensive,True
199,275,niwi,Campus,,car-driver,transition_time,False
200,275,niwi,Campus,,car-driver,travel_time,True
201,275,niwi,Campus,,car-driver,reliability,True
202,275,niwi,Campus,,car-driver,too_crowded,True
203,275,niwi,Campus,,car-driver,other,False
204,275,niwi,Campus,,car-driver,low_frequency,True
205,275,niwi,Campus,,car-driver,no_station,True
206,275,niwi,Campus,,car-driver,comfort,True
207,275,niwi,Campus,,car-driver,unsafe,False
208,275,niwi,Campus,,car-driver,live_near_uni,False
209,276,niwi,Universitätsklinikum,,car-driver,too_expensive,False
210,276,niwi,Universitätsklinikum,,car-driver,transition_time,True
211,276,niwi,Universitätsklinikum,,car-driver,travel_time,True
212,276,niwi,Universitätsklinikum,,car-driver,reliability,False
213,276,niwi,Universitätsklinikum,,car-driver,too_crowded,False
214,276,niwi,Universitätsklinikum,,car-driver,other,True
215,276,niwi,Universitätsklinikum,,car-driver,low_frequency,False
216,276,niwi,Universitätsklinikum,,car-driver,no_station,False
217,276,niwi,Universitätsklinikum,,car-driver,comfort,True
218,276,niwi,Universitätsklinikum,,car-driver,unsafe,False
219,276,niwi,Universitätsklinikum,,car-driver,live_near_uni,False
220,278,wimi,Campus,,train-short,too_expensive,False
221,278,wimi,Campus,,train-short,transition_time,False
222,278,wimi,Campus,,train-short,travel_time,True
223,278,wimi,Campus,,train-short,reliability,True
224,278,wimi,Campus,,train-short,too_crowded,False
225,278,wimi,Campus,,train-short,other,False
226,278,wimi,Campus,,train-short,low_frequency,False
227,278,wimi,Campus,,train-short,no_station,False
228,278,wimi,Campus,,train-short,comfort,False
229,278,wimi,Campus,,train-short,unsafe,False
230,278,wimi,Campus,,train-short,live_near_uni,False
231,281,niwi,Campus,,car-driver,too_expensive,False
232,281,niwi,Campus,,car-driver,transition_time,True
233,281,niwi,Campus,,car-driver,travel_time,False
234,281,niwi,Campus,,car-driver,reliability,False
235,281,niwi,Campus,,car-driver,too_crowded,False
236,281,niwi,Campus,,car-driver,other,False
237,281,niwi,Campus,,car-driver,low_frequency,False
238,281,niwi,Campus,,car-driver,no_station,False
239,281,niwi,Campus,,car-driver,comfort,False
240,281,niwi,Campus,,car-driver,unsafe,False
241,281,niwi,Campus,,car-driver,live_near_uni,False
242,282,student,Campus,,car-driver,too_expensive,False
243,282,student,Campus,,car-driver,transition_time,False
244,282,student,Campus,,car-driver,travel_time,False
245,282,student,Campus,,car-driver,reliability,False
246,282,student,Campus,,car-driver,too_crowded,False
247,282,student,Campus,,car-driver,other,False
248,282,student,Campus,,car-driver,low_frequency,False
249,282,student,Campus,,car-driver,no_station,False
250,282,student,Campus,,car-driver,comfort,False
251,282,student,Campus,,car-driver,unsafe,False
252,282,student,Campus,,car-driver,live_near_uni,False
253,284,niwi,Campus,,bus,too_expensive,False
254,284,niwi,Campus,,bus,transition_time,False
255,284,niwi,Campus,,bus,travel_time,False
256,284,niwi,Campus,,bus,reliability,False
257,284,niwi,Campus,,bus,too_crowded,True
258,284,niwi,Campus,,bus,other,False
259,284,niwi,Campus,,bus,low_frequency,False
260,284,niwi,Campus,,bus,no_station,False
261,284,niwi,Campus,,bus,comfort,False
262,284,niwi,Campus,,bus,unsafe,False
263,284,niwi,Campus,,bus,live_near_uni,True
264,285,niwi,Campus,,car-driver,too_expensive,True
265,285,niwi,Campus,,car-driver,transition_time,True
266,285,niwi,Campus,,car-driver,travel_time,False
267,285,niwi,Campus,,car-driver,reliability,True
268,285,niwi,Campus,,car-driver,too_crowded,False
269,285,niwi,Campus,,car-driver,other,False
270,285,niwi,Campus,,car-driver,low_frequency,True
271,285,niwi,Campus,,car-driver,no_station,False
272,285,niwi,Campus,,car-driver,comfort,False
273,285,niwi,Campus,,car-driver,unsafe,False
274,285,niwi,Campus,,car-driver,live_near_uni,False
275,286,niwi,Campus,,ebike,too_expensive,False
276,286,niwi,Campus,,ebike,transition_time,False
277,286,niwi,Campus,,ebike,travel_time,True
278,286,niwi,Campus,,ebike,reliability,False
279,286,niwi,Campus,,ebike,too_crowded,False
280,286,niwi,Campus,,ebike,other,True
281,286,niwi,Campus,,ebike,low_frequency,False
282,286,niwi,Campus,,ebike,no_station,False
283,286,niwi,Campus,,ebike,comfort,False
284,286,niwi,Campus,,ebike,unsafe,False
285,286,niwi,Campus,,ebike,live_near_uni,False
286,287,wimi,Universitätsklinikum,,ebike,too_expensive,False
287,287,wimi,Universitätsklinikum,,ebike,transition_time,False
288,287,wimi,Universitätsklinikum,,ebike,travel_time,False
289,287,wimi,Universitätsklinikum,,ebike,reliability,True
290,287,wimi,Universitätsklinikum,,ebike,too_crowded,False
291,287,wimi,Universitätsklinikum,,ebike,other,False
292,287,wimi,Universitätsklinikum,,ebike,low_frequency,True
293,287,wimi,Universitätsklinikum,,ebike,no_station,False
294,287,wimi,Universitätsklinikum,,ebike,comfort,False
295,287,wimi,Universitätsklinikum,,ebike,unsafe,False
296,287,wimi,Universitätsklinikum,,ebike,live_near_uni,False
297,288,niwi,Campus,,car-driver,too_expensive,True
298,288,niwi,Campus,,car-driver,transition_time,True
299,288,niwi,Campus,,car-driver,travel_time,True
300,288,niwi,Campus,,car-driver,reliability,True
301,288,niwi,Campus,,car-driver,too_crowded,False
302,288,niwi,Campus,,car-driver,other,False
303,288,niwi,Campus,,car-driver,low_frequency,False
304,288,niwi,Campus,,car-driver,no_station,True
305,288,niwi,Campus,,car-driver,comfort,False
306,288,niwi,Campus,,car-driver,unsafe,False
307,288,niwi,Campus,,car-driver,live_near_uni,False
308,289,niwi,Campus,,car-driver,too_expensive,False
309,289,niwi,Campus,,car-driver,transition_time,True
310,289,niwi,Campus,,car-driver,travel_time,True
311,289,niwi,Campus,,car-driver,reliability,False
312,289,niwi,Campus,,car-driver,too_crowded,False
313,289,niwi,Campus,,car-driver,other,False
314,289,niwi,Campus,,car-driver,low_frequency,False
315,289,niwi,Campus,,car-driver,no_station,False
316,289,niwi,Campus,,car-driver,comfort,True
317,289,niwi,Campus,,car-driver,unsafe,False
318,289,niwi,Campus,,car-driver,live_near_uni,False
319,290,niwi,Campus,,car-driver,too_expensive,True
320,290,niwi,Campus,,car-driver,transition_time,True
321,290,niwi,Campus,,car-driver,travel_time,True
322,290,niwi,Campus,,car-driver,reliability,True
323,290,niwi,Campus,,car-driver,too_crowded,True
324,290,niwi,Campus,,car-driver,other,False
325,290,niwi,Campus,,car-driver,low_frequency,True
326,290,niwi,Campus,,car-driver,no_station,True
327,290,niwi,Campus,,car-driver,comfort,False
328,290,niwi,Campus,,car-driver,unsafe,True
329,290,niwi,Campus,,car-driver,live_near_uni,False
330,291,student,Campus,,bicycle,too_expensive,False
331,291,student,Campus,,bicycle,transition_time,False
332,291,student,Campus,,bicycle,travel_time,True
333,291,student,Campus,,bicycle,reliability,True
334,291,student,Campus,,bicycle,too_crowded,True
335,291,student,Campus,,bicycle,other,False
336,291,student,Campus,,bicycle,low_frequency,True
337,291,student,Campus,,bicycle,no_station,False
338,291,student,Campus,,bicycle,comfort,False
339,291,student,Campus,,bicycle,unsafe,False
340,291,student,Campus,,bicycle,live_near_uni,False
341,292,prof,Campus,,bicycle,too_expensive,False
342,292,prof,Campus,,bicycle,transition_time,False
343,292,prof,Campus,,bicycle,travel_time,True
344,292,prof,Campus,,bicycle,reliability,False
345,292,prof,Campus,,bicycle,too_crowded,False
346,292,prof,Campus,,bicycle,other,True
347,292,prof,Campus,,bicycle,low_frequency,True
348,292,prof,Campus,,bicycle,no_station,False
349,292,prof,Campus,,bicycle,comfort,False
350,292,prof,Campus,,bicycle,unsafe,False
351,292,prof,Campus,,bicycle,live_near_uni,False
352,294,student,Campus,,bicycle,too_expensive,False
353,294,student,Campus,,bicycle,transition_time,False
354,294,student,Campus,,bicycle,travel_time,False
355,294,student,Campus,,bicycle,reliability,False
356,294,student,Campus,,bicycle,too_crowded,False
357,294,student,Campus,,bicycle,other,True
358,294,student,Campus,,bicycle,low_frequency,False
359,294,student,Campus,,bicycle,no_station,False
360,294,student,Campus,,bicycle,comfort,False
361,294,student,Campus,,bicycle,unsafe,False
362,294,student,Campus,,bicycle,live_near_uni,False
363,295,prof,Campus,,bicycle,too_expensive,False
364,295,prof,Campus,,bicycle,transition_time,False
365,295,prof,Campus,,bicycle,travel_time,True
366,295,prof,Campus,,bicycle,reliability,False
367,295,prof,Campus,,bicycle,too_crowded,False
368,295,prof,Campus,,bicycle,other,True
369,295,prof,Campus,,bicycle,low_frequency,False
370,295,prof,Campus,,bicycle,no_station,False
371,295,prof,Campus,,bicycle,comfort,False
372,295,prof,Campus,,bicycle,unsafe,False
373,295,prof,Campus,,bicycle,live_near_uni,False
374,296,niwi,Campus,,car-driver,too_expensive,False
375,296,niwi,Campus,,car-driver,transition_time,False
376,296,niwi,Campus,,car-driver,travel_time,True
377,296,niwi,Campus,,car-driver,reliability,False
378,296,niwi,Campus,,car-driver,too_crowded,False
379,296,niwi,Campus,,car-driver,other,False
380,296,niwi,Campus,,car-driver,low_frequency,True
381,296,niwi,Campus,,car-driver,no_station,False
382,296,niwi,Campus,,car-driver,comfort,False
383,296,niwi,Campus,,car-driver,unsafe,False
384,296,niwi,Campus,,car-driver,live_near_uni,False
385,298,wimi,Campus,,bus,too_expensive,False
386,298,wimi,Campus,,bus,transition_time,False
387,298,wimi,Campus,,bus,travel_time,False
388,298,wimi,Campus,,bus,reliability,False
389,298,wimi,Campus,,bus,too_crowded,False
390,298,wimi,Campus,,bus,other,False
391,298,wimi,Campus,,bus,low_frequency,False
392,298,wimi,Campus,,bus,no_station,False
393,298,wimi,Campus,,bus,comfort,False
394,298,wimi,Campus,,bus,unsafe,False
395,298,wimi,Campus,,bus,live_near_uni,False
396,299,student,Campus,,car-driver,too_expensive,False
397,299,student,Campus,,car-driver,transition_time,False
398,299,student,Campus,,car-driver,travel_time,True
399,299,student,Campus,,car-driver,reliability,True
400,299,student,Campus,,car-driver,too_crowded,False
401,299,student,Campus,,car-driver,other,False
402,299,student,Campus,,car-driver,low_frequency,False
403,299,student,Campus,,car-driver,no_station,True
404,299,student,Campus,,car-driver,comfort,False
405,299,student,Campus,,car-driver,unsafe,False
406,299,student,Campus,,car-driver,live_near_uni,False
407,300,niwi,Campus,,car-driver,too_expensive,False
408,300,niwi,Campus,,car-driver,transition_time,True
409,300,niwi,Campus,,car-driver,travel_time,False
410,300,niwi,Campus,,car-driver,reliability,False
411,300,niwi,Campus,,car-driver,too_crowded,False
412,300,niwi,Campus,,car-driver,other,False
413,300,niwi,Campus,,car-driver,low_frequency,True
414,300,niwi,Campus,,car-driver,no_station,False
415,300,niwi,Campus,,car-driver,comfort,False
416,300,niwi,Campus,,car-driver,unsafe,False
417,300,niwi,Campus,,car-driver,live_near_uni,False
418,301,wimi,Campus,,bus,too_expensive,False
419,301,wimi,Campus,,bus,transition_time,False
420,301,wimi,Campus,,bus,travel_time,True
421,301,wimi,Campus,,bus,reliability,False
422,301,wimi,Campus,,bus,too_crowded,True
423,301,wimi,Campus,,bus,other,False
424,301,wimi,Campus,,bus,low_frequency,True
425,301,wimi,Campus,,bus,no_station,False
426,301,wimi,Campus,,bus,comfort,False
427,301,wimi,Campus,,bus,unsafe,False
428,301,wimi,Campus,,bus,live_near_uni,False
429,302,wimi,Campus,,car-driver,too_expensive,False
430,302,wimi,Campus,,car-driver,transition_time,True
431,302,wimi,Campus,,car-driver,travel_time,True
432,302,wimi,Campus,,car-driver,reliability,True
433,302,wimi,Campus,,car-driver,too_crowded,True
434,302,wimi,Campus,,car-driver,other,True
435,302,wimi,Campus,,car-driver,low_frequency,False
436,302,wimi,Campus,,car-driver,no_station,False
437,302,wimi,Campus,,car-driver,comfort,False
438,302,wimi,Campus,,car-driver,unsafe,False
439,302,wimi,Campus,,car-driver,live_near_uni,False
440,303,niwi,Campus,,car-driver,too_expensive,True
441,303,niwi,Campus,,car-driver,transition_time,False
442,303,niwi,Campus,,car-driver,travel_time,False
443,303,niwi,Campus,,car-driver,reliability,False
444,303,niwi,Campus,,car-driver,too_crowded,False
445,303,niwi,Campus,,car-driver,other,False
446,303,niwi,Campus,,car-driver,low_frequency,False
447,303,niwi,Campus,,car-driver,no_station,False
448,303,niwi,Campus,,car-driver,comfort,False
449,303,niwi,Campus,,car-driver,unsafe,False
450,303,niwi,Campus,,car-driver,live_near_uni,False
451,304,student,Campus,,car-driver,too_expensive,True
452,304,student,Campus,,car-driver,transition_time,False
453,304,student,Campus,,car-driver,travel_time,True
454,304,student,Campus,,car-driver,reliability,True
455,304,student,Campus,,car-driver,too_crowded,True
456,304,student,Campus,,car-driver,other,False
457,304,student,Campus,,car-driver,low_frequency,True
458,304,student,Campus,,car-driver,no_station,True
459,304,student,Campus,,car-driver,comfort,True
460,304,student,Campus,,car-driver,unsafe,True
461,304,student,Campus,,car-driver,live_near_uni,False
462,305,niwi,Campus,,car-driver,too_expensive,True
463,305,niwi,Campus,,car-driver,transition_time,True
464,305,niwi,Campus,,car-driver,travel_time,True
465,305,niwi,Campus,,car-driver,reliability,False
466,305,niwi,Campus,,car-driver,too_crowded,False
467,305,niwi,Campus,,car-driver,other,False
468,305,niwi,Campus,,car-driver,low_frequency,False
469,305,niwi,Campus,,car-driver,no_station,True
470,305,niwi,Campus,,car-driver,comfort,False
471,305,niwi,Campus,,car-driver,unsafe,False
472,305,niwi,Campus,,car-driver,live_near_uni,False
473,306,wimi,Campus,,car-driver,too_expensive,False
474,306,wimi,Campus,,car-driver,transition_time,False
475,306,wimi,Campus,,car-driver,travel_time,False
476,306,wimi,Campus,,car-driver,reliability,False
477,306,wimi,Campus,,car-driver,too_crowded,False
478,306,wimi,Campus,,car-driver,other,True
479,306,wimi,Campus,,car-driver,low_frequency,False
480,306,wimi,Campus,,car-driver,no_station,False
481,306,wimi,Campus,,car-driver,comfort,False
482,306,wimi,Campus,,car-driver,unsafe,False
483,306,wimi,Campus,,car-driver,live_near_uni,False
484,307,niwi,Campus,,car-driver,too_expensive,False
485,307,niwi,Campus,,car-driver,transition_time,False
486,307,niwi,Campus,,car-driver,travel_time,False
487,307,niwi,Campus,,car-driver,reliability,False
488,307,niwi,Campus,,car-driver,too_crowded,False
489,307,niwi,Campus,,car-driver,other,False
490,307,niwi,Campus,,car-driver,low_frequency,False
491,307,niwi,Campus,,car-driver,no_station,True
492,307,niwi,Campus,,car-driver,comfort,False
493,307,niwi,Campus,,car-driver,unsafe,False
494,307,niwi,Campus,,car-driver,live_near_uni,False
495,309,wimi,Campus,,car-driver,too_expensive,False
496,309,wimi,Campus,,car-driver,transition_time,False
497,309,wimi,Campus,,car-driver,travel_time,True
498,309,wimi,Campus,,car-driver,reliability,False
499,309,wimi,Campus,,car-driver,too_crowded,False
500,309,wimi,Campus,,car-driver,other,False
501,309,wimi,Campus,,car-driver,low_frequency,False
502,309,wimi,Campus,,car-driver,no_station,False
503,309,wimi,Campus,,car-driver,comfort,False
504,309,wimi,Campus,,car-driver,unsafe,False
505,309,wimi,Campus,,car-driver,live_near_uni,False
506,310,niwi,Campus,,car-driver,too_expensive,False
507,310,niwi,Campus,,car-driver,transition_time,False
508,310,niwi,Campus,,car-driver,travel_time,True
509,310,niwi,Campus,,car-driver,reliability,False
510,310,niwi,Campus,,car-driver,too_crowded,False
511,310,niwi,Campus,,car-driver,other,False
512,310,niwi,Campus,,car-driver,low_frequency,False
513,310,niwi,Campus,,car-driver,no_station,True
514,310,niwi,Campus,,car-driver,comfort,False
515,310,niwi,Campus,,car-driver,unsafe,False
516,310,niwi,Campus,,car-driver,live_near_uni,False
517,311,wimi,Campus,,bicycle,too_expensive,False
518,311,wimi,Campus,,bicycle,transition_time,False
519,311,wimi,Campus,,bicycle,travel_time,False
520,311,wimi,Campus,,bicycle,reliability,False
521,311,wimi,Campus,,bicycle,too_crowded,True
522,311,wimi,Campus,,bicycle,other,True
523,311,wimi,Campus,,bicycle,low_frequency,False
524,311,wimi,Campus,,bicycle,no_station,False
525,311,wimi,Campus,,bicycle,comfort,True
526,311,wimi,Campus,,bicycle,unsafe,False
527,311,wimi,Campus,,bicycle,live_near_uni,True
528,312,niwi,Bajuwarenstraße,,car-driver,too_expensive,True
529,312,niwi,Bajuwarenstraße,,car-driver,transition_time,True
530,312,niwi,Bajuwarenstraße,,car-driver,travel_time,True
531,312,niwi,Bajuwarenstraße,,car-driver,reliability,True
532,312,niwi,Bajuwarenstraße,,car-driver,too_crowded,True
533,312,niwi,Bajuwarenstraße,,car-driver,other,False
534,312,niwi,Bajuwarenstraße,,car-driver,low_frequency,True
535,312,niwi,Bajuwarenstraße,,car-driver,no_station,True
536,312,niwi,Bajuwarenstraße,,car-driver,comfort,False
537,312,niwi,Bajuwarenstraße,,car-driver,unsafe,True
538,312,niwi,Bajuwarenstraße,,car-driver,live_near_uni,False
539,314,niwi,Campus,,car-driver,too_expensive,False
540,314,niwi,Campus,,car-driver,transition_time,True
541,314,niwi,Campus,,car-driver,travel_time,True
542,314,niwi,Campus,,car-driver,reliability,True
543,314,niwi,Campus,,car-driver,too_crowded,False
544,314,niwi,Campus,,car-driver,other,False
545,314,niwi,Campus,,car-driver,low_frequency,False
546,314,niwi,Campus,,car-driver,no_station,False
547,314,niwi,Campus,,car-driver,comfort,False
548,314,niwi,Campus,,car-driver,unsafe,False
549,314,niwi,Campus,,car-driver,live_near_uni,False
550,315,student,Campus,,train-short,too_expensive,False
551,315,student,Campus,,train-short,transition_time,True
552,315,student,Campus,,train-short,travel_time,False
553,315,student,Campus,,train-short,reliability,True
554,315,student,Campus,,train-short,too_crowded,True
555,315,student,Campus,,train-short,other,False
556,315,student,Campus,,train-short,low_frequency,True
