,participant_id,status,main_vehicle,topic,response
1438,1145,wimi,bicycle,present,2
1439,1145,wimi,bicycle,future,0
1440,1146,student,bus,present,0
1441,1146,student,bus,future,0
1442,1147,student,car-driver,present,0
1443,1147,student,car-driver,future,-1
1444,1148,niwi,car-driver,present,0
1445,1148,niwi,car-driver,future,0
1446,1149,wimi,bicycle,present,2
1447,1149,wimi,bicycle,future,-2
1448,1150,niwi,train-short,present,1
1449,1150,niwi,train-short,future,1
1450,1151,student,car-driver,present,1
1451,1151,student,car-driver,future,0
1452,1152,student,walk,present,2
1453,1152,student,walk,future,-2
1454,1153,wimi,walk,present,1
1455,1153,wimi,walk,future,0
1456,1154,student,car-driver,present,0
1457,1154,student,car-driver,future,2
1458,1155,wimi,walk,present,2
1459,1155,wimi,walk,future,-2
1460,1156,wimi,car-driver,present,0
1461,1156,wimi,car-driver,future,0
1462,1157,wimi,train-far,present,1
1463,1157,wimi,train-far,future,0
1464,1158,student,train-short,present,0
1465,1158,student,train-short,future,-1
1466,1159,student,car-driver,present,-1
1467,1159,student,car-driver,future,-2
1468,1161,student,car-driver,present,-1
1469,1161,student,car-driver,future,0
1470,1162,student,,present,-2
1471,1162,student,,future,-1
1472,1163,wimi,bus,present,2
1473,1163,wimi,bus,future,no_answer
1474,1164,student,train-short,present,1
1475,1164,student,train-short,future,-1
1476,1165,niwi,,present,0
1477,1165,niwi,,future,1
1478,1166,student,bicycle,present,2
1479,1166,student,bicycle,future,-2
1480,1167,student,,present,2
1481,1167,student,,future,2
1482,1168,student,car-driver,present,-1
1483,1168,student,car-driver,future,-2
1484,1169,prof,car-driver,present,1
1485,1169,prof,car-driver,future,1
1486,1170,student,train-short,present,2
1487,1170,student,train-short,future,2
1488,1171,niwi,bicycle,present,2
1489,1171,niwi,bicycle,future,no_opinion
1490,1172,prof,bicycle,present,2
1491,1172,prof,bicycle,future,no_opinion
1492,1173,student,car-driver,present,1
1493,1173,student,car-driver,future,0
1494,1174,student,bus,present,1
1495,1174,student,bus,future,0
1496,1175,student,walk,present,no_opinion
1497,1175,student,walk,future,1
1498,1180,student,bus,present,2
1499,1180,student,bus,future,no_answer
1500,1181,student,car-driver,present,-2
1501,1181,student,car-driver,future,2
1502,1182,student,bus,present,1
1503,1182,student,bus,future,-1
1504,1183,student,bus,present,2
1505,1183,student,bus,future,0
1506,1184,niwi,bicycle,present,2
1507,1184,niwi,bicycle,future,-2
1508,1185,niwi,bicycle,present,2
1509,1185,niwi,bicycle,future,-2
1510,1186,student,bus,present,1
1511,1186,student,bus,future,-2
1512,1189,prof,bicycle,present,0
1513,1189,prof,bicycle,future,0
1514,1191,student,,present,1
1515,1191,student,,future,2
1516,1193,student,bus,present,2
1517,1193,student,bus,future,no_opinion
1518,1194,student,bus,present,1
1519,1194,student,bus,future,0
1520,1196,student,car-driver,present,2
1521,1196,student,car-driver,future,-2
1522,1198,student,train-short,present,1
1523,1198,student,train-short,future,1
1524,1199,student,car-driver,present,-1
1525,1199,student,car-driver,future,1
1526,1201,wimi,car-driver,present,-1
1527,1201,wimi,car-driver,future,0
1528,1203,student,car-driver,present,0
1529,1203,student,car-driver,future,1
1530,1207,student,train-short,present,2
1531,1207,student,train-short,future,no_opinion
1532,1208,student,bicycle,present,2
1533,1208,student,bicycle,future,0
1534,1209,niwi,car-driver,present,0
1535,1209,niwi,car-driver,future,0
1536,1210,student,bus,present,1
1537,1210,student,bus,future,0
1538,1212,student,train-short,present,2
1539,1212,student,train-short,future,2
1540,1213,wimi,bicycle,present,2
1541,1213,wimi,bicycle,future,-1
1542,1215,prof,car-driver,present,1
1543,1215,prof,car-driver,future,-1
1544,1216,prof,car-driver,present,-2
1545,1216,prof,car-driver,future,-1
1546,1217,other,car-driver,present,-1
1547,1217,other,car-driver,future,1
1548,1218,wimi,ebike,present,2
1549,1218,wimi,ebike,future,-2
1550,1219,prof,train-short,present,2
1551,1219,prof,train-short,future,-1
1552,1220,student,car-driver,present,-1
1553,1220,student,car-driver,future,-1
1554,1221,student,bus,present,2
1555,1221,student,bus,future,-1
1556,1222,student,train-short,present,-2
1557,1222,student,train-short,future,2
1558,1223,wimi,bicycle,present,2
1559,1223,wimi,bicycle,future,0
1560,1224,wimi,train-short,present,2
1561,1224,wimi,train-short,future,-1
1562,1225,student,bus,present,1
1563,1225,student,bus,future,no_answer
1564,1226,niwi,bus,present,0
1565,1226,niwi,bus,future,-2
1566,1230,student,car-driver,present,0
1567,1230,student,car-driver,future,1
1568,1232,prof,car-driver,present,no_opinion
1569,1232,prof,car-driver,future,no_opinion
1570,1233,wimi,bus,present,1
1571,1233,wimi,bus,future,0
1572,1234,student,train-short,present,2
1573,1234,student,train-short,future,-1
1574,1235,wimi,train-far,present,2
1575,1235,wimi,train-far,future,-2
1576,1236,student,bus,present,1
1577,1236,student,bus,future,0
1578,1238,student,bus,present,1
1579,1238,student,bus,future,-1
1580,1239,wimi,car-driver,present,-2
1581,1239,wimi,car-driver,future,-2
1582,1240,niwi,car-driver,present,1
1583,1240,niwi,car-driver,future,0
1584,1242,student,car-driver,present,0
1585,1242,student,car-driver,future,0
1586,1243,student,car-driver,present,-1
1587,1243,student,car-driver,future,1
1588,1244,wimi,bicycle,present,2
1589,1244,wimi,bicycle,future,-2
1590,1245,student,bus,present,1
1591,1245,student,bus,future,0
1592,1246,prof,car-driver,present,2
1593,1246,prof,car-driver,future,-1
1594,1247,student,bus,present,2
1595,1247,student,bus,future,1
1596,1248,student,ebike,present,1
1597,1248,student,ebike,future,-2
1598,1249,niwi,bus,present,1
1599,1249,niwi,bus,future,-2
1600,1250,niwi,car-driver,present,no_answer
1601,1250,niwi,car-driver,future,2
1602,1251,student,car-driver,present,1
1603,1251,student,car-driver,future,1
1604,1252,student,car-driver,present,2
1605,1252,student,car-driver,future,1
1606,1253,student,train-short,present,2
1607,1253,student,train-short,future,no_opinion
1608,1254,student,bicycle,present,2
1609,1254,student,bicycle,future,2
1610,1257,prof,bicycle,present,2
1611,1257,prof,bicycle,future,-1
1612,1258,wimi,bus,present,1
1613,1258,wimi,bus,future,-1
1614,1259,student,bus,present,2
1615,1259,student,bus,future,-2
1616,1260,student,train-short,present,2
1617,1260,student,train-short,future,-2
1618,1261,wimi,bus,present,0
1619,1261,wimi,bus,future,1
1620,1262,student,walk,present,2
1621,1262,student,walk,future,-1
1622,1263,student,train-far,present,1
1623,1263,student,train-far,future,0
1624,1264,student,car-driver,present,2
1625,1264,student,car-driver,future,-1
1626,1265,student,bus,present,1
1627,1265,student,bus,future,1
1628,1266,student,car-passenger,present,no_opinion
1629,1266,student,car-passenger,future,no_opinion
1630,1267,student,bicycle,present,1
1631,1267,student,bicycle,future,-1
1632,1268,student,bus,present,1
1633,1268,student,bus,future,-1
1634,1269,wimi,bicycle,present,2
1635,1269,wimi,bicycle,future,no_opinion
1636,1270,student,car-driver,present,-1
1637,1270,student,car-driver,future,1
1638,1271,student,bicycle,present,2
1639,1271,student,bicycle,future,0
1640,1274,student,train-short,present,1
1641,1274,student,train-short,future,-1
1642,1275,student,train-short,present,2
1643,1275,student,train-short,future,0
1644,1276,student,car-driver,present,-2
1645,1276,student,car-driver,future,1
1646,1277,student,train-short,present,1
1647,1277,student,train-short,future,0
1648,1279,niwi,train-short,present,2
1649,1279,niwi,train-short,future,0
1650,1280,student,,present,1
1651,1280,student,,future,-1
1652,1283,wimi,,present,0
1653,1283,wimi,,future,1
1654,1284,niwi,car-driver,present,1
1655,1284,niwi,car-driver,future,-1
1656,1285,wimi,bus,present,1
1657,1285,wimi,bus,future,-1
1658,1286,student,train-short,present,no_opinion
1659,1286,student,train-short,future,no_opinion
1660,1287,student,car-driver,present,-1
1661,1287,student,car-driver,future,0
1662,1288,student,train-short,present,2
1663,1288,student,train-short,future,-2
1664,1289,student,car-driver,present,-1
1665,1289,student,car-driver,future,no_opinion
1666,1291,niwi,car-passenger,present,-1
1667,1291,niwi,car-passenger,future,0
1668,1292,student,car-driver,present,-2
1669,1292,student,car-driver,future,2
1670,1293,student,bus,present,no_answer
1671,1293,student,bus,future,no_answer
1672,1295,prof,bus,present,0
1673,1295,prof,bus,future,-1
1674,1296,student,bus,present,2
1675,1296,student,bus,future,-1
1676,1297,student,,present,1
1677,1297,student,,future,0
1678,1298,other,bicycle,present,2
1679,1298,other,bicycle,future,no_opinion
1680,1300,student,bus,present,2
1681,1300,student,bus,future,-1
1682,1301,student,bus,present,2
1683,1301,student,bus,future,0
1684,1304,niwi,car-driver,present,no_answer
1685,1304,niwi,car-driver,future,no_answer
1686,1305,prof,car-driver,present,0
1687,1305,prof,car-driver,future,0
1688,1306,niwi,bicycle,present,2
1689,1306,niwi,bicycle,future,-2
1690,1308,niwi,,present,2
1691,1308,niwi,,future,no_answer
1692,1309,student,bus,present,2
1693,1309,student,bus,future,1
1694,1311,student,,present,-1
1695,1311,student,,future,2
1696,1312,student,bicycle,present,1
1697,1312,student,bicycle,future,no_opinion
1698,1313,student,bus,present,2
1699,1313,student,bus,future,-2
1700,1314,student,walk,present,1
1701,1314,student,walk,future,0
1702,1315,niwi,bus,present,2
1703,1315,niwi,bus,future,-1
1704,1316,student,train-short,present,1
1705,1316,student,train-short,future,-1
1706,1317,student,car-driver,present,no_answer
1707,1317,student,car-driver,future,no_answer
1708,1318,student,train-short,present,1
1709,1318,student,train-short,future,0
1710,1319,niwi,walk,present,2
1711,1319,niwi,walk,future,no_answer
1712,1320,student,bicycle,present,2
1713,1320,student,bicycle,future,0
1714,1321,student,train-short,present,2
1715,1321,student,train-short,future,1
1716,1322,student,car-driver,present,0
1717,1322,student,car-driver,future,-2
1718,1323,wimi,bicycle,present,2
1719,1323,wimi,bicycle,future,no_opinion
1720,1324,wimi,motorbike,present,1
1721,1324,wimi,motorbike,future,-2
1722,1325,wimi,train-short,present,1
1723,1325,wimi,train-short,future,-1
1724,1326,student,car-driver,present,0
1725,1326,student,car-driver,future,0
1726,1328,student,bus,present,2
1727,1328,student,bus,future,2
1728,1329,student,train-short,present,2
1729,1329,student,train-short,future,0
1730,1330,student,train-short,present,1
1731,1330,student,train-short,future,0
1732,1332,student,car-driver,present,-1
1733,1332,student,car-driver,future,1
1734,1333,student,bicycle,present,2
1735,1333,student,bicycle,future,no_opinion
1736,1334,student,car-driver,present,1
1737,1334,student,car-driver,future,-1
1738,1335,student,car-driver,present,-1
1739,1335,student,car-driver,future,1
1740,1336,niwi,bus,present,2
1741,1336,niwi,bus,future,no_opinion
1742,1337,prof,train-short,present,2
1743,1337,prof,train-short,future,no_opinion
1744,1338,wimi,bicycle,present,2
1745,1338,wimi,bicycle,future,no_opinion
1746,1339,other,car-driver,present,no_opinion
1747,1339,other,car-driver,future,no_opinion
1748,1340,student,bus,present,1
1749,1340,student,bus,future,0
1750,1341,niwi,bus,present,2
1751,1341,niwi,bus,future,no_opinion
1752,1342,student,train-short,present,no_opinion
1753,1342,student,train-short,future,no_opinion
1754,1345,student,bicycle,present,-1
1755,1345,student,bicycle,future,-1
1756,1346,student,bus,present,1
1757,1346,student,bus,future,no_opinion
1758,1347,student,ebike,present,2
1759,1347,student,ebike,future,-1
1760,1349,prof,car-driver,present,1
1761,1349,prof,car-driver,future,-2
1762,1350,student,walk,present,2
1763,1350,student,walk,future,0
1764,1351,student,bus,present,1
1765,1351,student,bus,future,-1
1766,1352,student,bus,present,1
1767,1352,student,bus,future,0
1768,1353,other,car-driver,present,-1
1769,1353,other,car-driver,future,2
1770,1354,niwi,bus,present,2
1771,1354,niwi,bus,future,-2
1772,1356,prof,ebike,present,1
1773,1356,prof,ebike,future,0
1774,1357,student,train-far,present,1
1775,1357,student,train-far,future,0
1776,1359,student,train-short,present,1
1777,1359,student,train-short,future,1
1778,1361,student,car-driver,present,0
1779,1361,student,car-driver,future,-1
1780,1362,student,car-driver,present,-1
1781,1362,student,car-driver,future,1
1782,1363,student,bicycle,present,-2
1783,1363,student,bicycle,future,-2
1784,1364,prof,car-driver,present,2
1785,1364,prof,car-driver,future,0
1786,1365,niwi,car-driver,present,1
1787,1365,niwi,car-driver,future,no_answer
1788,1367,student,bus,present,1
1789,1367,student,bus,future,0
1790,1370,student,car-driver,present,1
1791,1370,student,car-driver,future,-2
1792,1373,other,car-driver,present,-2
1793,1373,other,car-driver,future,1
1794,1375,student,train-short,present,0
1795,1375,student,train-short,future,-1
1796,1376,student,car-driver,present,-1
1797,1376,student,car-driver,future,no_opinion
1798,1377,niwi,ebike,present,-2
1799,1377,niwi,ebike,future,no_answer
1800,1379,wimi,train-short,present,0
1801,1379,wimi,train-short,future,no_opinion
1802,1380,student,bicycle,present,2
1803,1380,student,bicycle,future,-2
1804,1381,student,bus,present,2
1805,1381,student,bus,future,-1
1806,1382,student,car-driver,present,-1
1807,1382,student,car-driver,future,-1
1808,1383,student,train-short,present,1
1809,1383,student,train-short,future,1
1810,1384,niwi,car-driver,present,-1
1811,1384,niwi,car-driver,future,-1
1812,1385,student,car-driver,present,-1
1813,1385,student,car-driver,future,-1
1814,1386,niwi,car-driver,present,1
1815,1386,niwi,car-driver,future,-1
1816,1387,student,car-driver,present,0
1817,1387,student,car-driver,future,-1
1818,1388,student,car-driver,present,-1
1819,1388,student,car-driver,future,-2
1820,1389,student,car-driver,present,1
1821,1389,student,car-driver,future,1
1822,1390,wimi,bicycle,present,2
1823,1390,wimi,bicycle,future,no_opinion
1824,1392,student,train-short,present,1
1825,1392,student,train-short,future,-1
1826,1394,student,,present,no_answer
1827,1394,student,,future,no_answer
1828,1395,student,bicycle,present,2
1829,1395,student,bicycle,future,no_opinion
1830,1396,niwi,car-driver,present,-1
1831,1396,niwi,car-driver,future,2
1832,1397,wimi,car-driver,present,2
1833,1397,wimi,car-driver,future,0
1834,1398,student,walk,present,2
1835,1398,student,walk,future,no_answer
1836,1399,student,train-short,present,1
1837,1399,student,train-short,future,-2
1838,1400,other,car-driver,present,2
1839,1400,other,car-driver,future,no_opinion
1840,1401,student,train-far,present,no_answer
1841,1401,student,train-far,future,no_answer
1842,1402,student,car-driver,present,1
1843,1402,student,car-driver,future,0
1844,1403,niwi,car-driver,present,0
1845,1403,niwi,car-driver,future,1
1846,1406,student,bus,present,-1
1847,1406,student,bus,future,-1
1848,1407,student,walk,present,2
1849,1407,student,walk,future,-1
1850,1408,prof,train-far,present,2
1851,1408,prof,train-far,future,0
1852,1409,prof,train-short,present,1
1853,1409,prof,train-short,future,0
1854,1410,student,car-driver,present,no_opinion
1855,1410,student,car-driver,future,0
1856,1412,student,car-driver,present,-1
1857,1412,student,car-driver,future,-1
1858,1413,student,bus,present,2
1859,1413,student,bus,future,-1
1860,1416,niwi,car-driver,present,0
1861,1416,niwi,car-driver,future,-2
1862,1417,student,train-short,present,1
1863,1417,student,train-short,future,-1
1864,1418,wimi,bus,present,1
1865,1418,wimi,bus,future,1
1866,1420,student,bicycle,present,2
1867,1420,student,bicycle,future,-1
1868,1424,student,car-driver,present,1
1869,1424,student,car-driver,future,-2
1870,1425,niwi,car-driver,present,-1
1871,1425,niwi,car-driver,future,no_opinion
1872,1426,wimi,bicycle,present,2
1873,1426,wimi,bicycle,future,0
1874,1427,student,bus,present,2
1875,1427,student,bus,future,-1
1876,1429,wimi,,present,2
1877,1429,wimi,,future,-2
1878,1430,wimi,car-driver,present,0
1879,1430,wimi,car-driver,future,-1
1880,1431,prof,car-driver,present,1
1881,1431,prof,car-driver,future,-2
1882,1432,student,,present,2
1883,1432,student,,future,-2
1884,1434,student,train-short,present,2
1885,1434,student,train-short,future,-1
1886,1435,other,car-driver,present,1
1887,1435,other,car-driver,future,0
1888,1436,student,train-short,present,2
1889,1436,student,train-short,future,no_opinion
1890,1438,student,train-short,present,2
1891,1438,student,train-short,future,0
1892,1439,student,car-passenger,present,1
1893,1439,student,car-passenger,future,-1
1894,1440,wimi,bicycle,present,2
1895,1440,wimi,bicycle,future,no_opinion
1896,1441,student,train-short,present,1
1897,1441,student,train-short,future,0
1898,1442,student,bicycle,present,2
1899,1442,student,bicycle,future,0
1900,1444,student,bicycle,present,2
1901,1444,student,bicycle,future,-2
1902,1445,wimi,bicycle,present,2
1903,1445,wimi,bicycle,future,-2
1904,1446,niwi,car-driver,present,0
1905,1446,niwi,car-driver,future,no_answer
1906,1447,wimi,car-driver,present,-1
1907,1447,wimi,car-driver,future,-2
1908,1448,niwi,bus,present,no_answer
1909,1448,niwi,bus,future,1
1910,1450,wimi,car-driver,present,-1
1911,1450,wimi,car-driver,future,-2
1912,1453,student,walk,present,2
1913,1453,student,walk,future,0
1914,1454,student,bus,present,no_opinion
1915,1454,student,bus,future,no_opinion
1916,1455,wimi,car-driver,present,1
1917,1455,wimi,car-driver,future,-2
1918,1456,student,train-far,present,2
1919,1456,student,train-far,future,-1
1920,1457,student,,present,2
1921,1457,student,,future,0
1922,1459,wimi,,present,1
1923,1459,wimi,,future,-1
1924,1460,wimi,motorbike,present,0
1925,1460,wimi,motorbike,future,1
1926,1461,prof,train-short,present,2
1927,1461,prof,train-short,future,0
1928,1462,student,,present,1
1929,1462,student,,future,-1
1930,1463,student,car-driver,present,1
1931,1463,student,car-driver,future,0
1932,1465,student,bus,present,1
1933,1465,student,bus,future,-1
1934,1466,niwi,bicycle,present,2
1935,1466,niwi,bicycle,future,2
1936,1467,student,bus,present,no_opinion
1937,1467,student,bus,future,no_opinion
1938,1470,student,car-driver,present,-2
1939,1470,student,car-driver,future,-1
1940,1471,wimi,bus,present,1
1941,1471,wimi,bus,future,no_opinion
1942,1472,student,car-driver,present,-1
1943,1472,student,car-driver,future,1
1944,1473,student,bicycle,present,2
1945,1473,student,bicycle,future,no_opinion
1946,1474,student,car-driver,present,-1
1947,1474,student,car-driver,future,-1
1948,1475,student,car-driver,present,0
1949,1475,student,car-driver,future,1
1950,1478,student,car-driver,present,-2
1951,1478,student,car-driver,future,1
1952,1481,student,car-driver,present,2
1953,1481,student,car-driver,future,-1
1954,1483,prof,ebike,present,1
1955,1483,prof,ebike,future,-1
1956,1484,other,car-driver,present,-2
1957,1484,other,car-driver,future,-2
1958,1485,wimi,car-driver,present,-1
1959,1485,wimi,car-driver,future,2
1960,1486,student,bus,present,0
1961,1486,student,bus,future,0
1962,1487,student,bicycle,present,2
1963,1487,student,bicycle,future,-2
1964,1488,wimi,bicycle,present,2
1965,1488,wimi,bicycle,future,no_opinion
1966,1490,student,car-driver,present,1
1967,1490,student,car-driver,future,1
1968,1491,niwi,bicycle,present,2
1969,1491,niwi,bicycle,future,-1
1970,1492,wimi,car-driver,present,-2
1971,1492,wimi,car-driver,future,no_opinion
1972,1493,student,bus,present,0
1973,1493,student,bus,future,-1
1974,1494,student,walk,present,1
1975,1494,student,walk,future,-1
1976,1496,student,bus,present,1
1977,1496,student,bus,future,1
1978,1497,student,,present,2
1979,1497,student,,future,no_opinion
1980,1498,student,car-driver,present,1
1981,1498,student,car-driver,future,-1
1982,1499,student,walk,present,2
1983,1499,student,walk,future,-2
1984,1500,student,bus,present,1
1985,1500,student,bus,future,0
1986,1501,student,car-driver,present,-1
1987,1501,student,car-driver,future,1
1988,1502,student,train-short,present,2
1989,1502,student,train-short,future,-2
1990,1503,student,,present,2
1991,1503,student,,future,no_opinion
1992,1504,wimi,ebike,present,2
1993,1504,wimi,ebike,future,no_opinion
1994,1505,niwi,ebike,present,2
1995,1505,niwi,ebike,future,no_opinion
1996,1506,niwi,car-driver,present,0
1997,1506,niwi,car-driver,future,0
1998,1507,student,car-driver,present,-1
1999,1507,student,car-driver,future,0
2000,1508,prof,car-driver,present,1
2001,1508,prof,car-driver,future,no_opinion
2002,1511,student,car-driver,present,no_opinion
2003,1511,student,car-driver,future,-2
2004,1512,other,car-driver,present,-1
2005,1512,other,car-driver,future,-1
2006,1513,student,walk,present,1
2007,1513,student,walk,future,no_opinion
2008,1516,niwi,car-driver,present,-2
2009,1516,niwi,car-driver,future,-2
2010,1517,wimi,bus,present,2
2011,1517,wimi,bus,future,-2
2012,1518,wimi,train-short,present,1
2013,1518,wimi,train-short,future,no_opinion
2014,1519,student,bus,present,1
2015,1519,student,bus,future,0
2016,1520,student,bus,present,1
2017,1520,student,bus,future,1
2018,1521,niwi,car-driver,present,-2
2019,1521,niwi,car-driver,future,0
2020,1522,student,bus,present,1
2021,1522,student,bus,future,0
2022,1523,student,car-driver,present,2
2023,1523,student,car-driver,future,-1
2024,1524,prof,bicycle,present,no_opinion
2025,1524,prof,bicycle,future,no_opinion
2026,1525,prof,bicycle,present,2
2027,1525,prof,bicycle,future,-1
2028,1526,student,car-driver,present,-2
2029,1526,student,car-driver,future,-2
2030,1527,wimi,bicycle,present,0
2031,1527,wimi,bicycle,future,1
2032,1528,wimi,bicycle,present,2
2033,1528,wimi,bicycle,future,-2
2034,1529,niwi,car-driver,present,1
2035,1529,niwi,car-driver,future,1
2036,1530,prof,bicycle,present,2
2037,1530,prof,bicycle,future,-2
2038,1531,prof,train-far,present,2
2039,1531,prof,train-far,future,-2
2040,1532,niwi,car-driver,present,no_opinion
2041,1532,niwi,car-driver,future,no_opinion
2042,1533,prof,car-driver,present,1
2043,1533,prof,car-driver,future,-1
2044,1534,prof,bicycle,present,1
2045,1534,prof,bicycle,future,-1
2046,1535,prof,,present,2
2047,1535,prof,,future,0
2048,1536,student,car-driver,present,no_answer
2049,1536,student,car-driver,future,1
2050,1537,student,car-driver,present,1
2051,1537,student,car-driver,future,1
2052,1538,student,train-short,present,2
2053,1538,student,train-short,future,no_answer
2054,1539,wimi,bicycle,present,2
2055,1539,wimi,bicycle,future,-2
2056,1540,student,walk,present,2
2057,1540,student,walk,future,0
2058,1541,student,bicycle,present,1
2059,1541,student,bicycle,future,-1
2060,1542,other,car-driver,present,-1
2061,1542,other,car-driver,future,1
2062,1543,student,,present,1
2063,1543,student,,future,-1
2064,1544,student,bus,present,2
2065,1544,student,bus,future,1
2066,1545,wimi,bicycle,present,2
2067,1545,wimi,bicycle,future,-2
2068,1547,student,train-short,present,1
2069,1547,student,train-short,future,-1
2070,1550,student,car-driver,present,2
2071,1550,student,car-driver,future,-2
2072,1551,student,bus,present,1
2073,1551,student,bus,future,-2
2074,1552,student,bus,present,1
2075,1552,student,bus,future,0
2076,1553,student,bus,present,2
2077,1553,student,bus,future,no_opinion
2078,1555,student,,present,-1
2079,1555,student,,future,1
2080,1556,student,,present,2
2081,1556,student,,future,no_opinion
2082,1557,student,bicycle,present,2
2083,1557,student,bicycle,future,no_opinion
2084,1558,student,car-driver,present,-1
2085,1558,student,car-driver,future,0
2086,1559,student,car-driver,present,1
2087,1559,student,car-driver,future,no_opinion
2088,1560,student,car-driver,present,-2
2089,1560,student,car-driver,future,-2
2090,1561,student,bicycle,present,2
2091,1561,student,bicycle,future,no_answer
2092,1562,wimi,train-short,present,1
2093,1562,wimi,train-short,future,0
2094,1564,student,train-short,present,2
2095,1564,student,train-short,future,no_opinion
2096,1565,student,,present,1
2097,1565,student,,future,-1
2098,1566,wimi,bicycle,present,2
2099,1566,wimi,bicycle,future,-1
2100,1567,prof,car-driver,present,2
2101,1567,prof,car-driver,future,-2
2102,1568,prof,walk,present,2
2103,1568,prof,walk,future,-1
2104,1572,niwi,car-driver,present,-1
2105,1572,niwi,car-driver,future,0
2106,1573,student,bus,present,1
2107,1573,student,bus,future,0
2108,1574,prof,bicycle,present,2
2109,1574,prof,bicycle,future,-2
2110,1575,student,bus,present,2
2111,1575,student,bus,future,no_opinion
2112,1576,student,walk,present,2
2113,1576,student,walk,future,2
2114,1577,student,ebike,present,2
2115,1577,student,ebike,future,-2
2116,1578,student,bus,present,1
2117,1578,student,bus,future,0
2118,1579,wimi,car-driver,present,0
2119,1579,wimi,car-driver,future,0
2120,1580,student,bus,present,2
2121,1580,student,bus,future,2
2122,1581,wimi,car-driver,present,1
2123,1581,wimi,car-driver,future,0
2124,1583,student,walk,present,1
2125,1583,student,walk,future,1
2126,1584,student,car-driver,present,0
2127,1584,student,car-driver,future,-1
2128,1585,student,car-driver,present,2
2129,1585,student,car-driver,future,-2
2130,1586,niwi,car-driver,present,2
2131,1586,niwi,car-driver,future,0
2132,1588,prof,walk,present,2
2133,1588,prof,walk,future,0
2134,1589,prof,train-short,present,2
2135,1589,prof,train-short,future,no_answer
2136,1590,student,train-short,present,1
2137,1590,student,train-short,future,1
2138,1592,student,bicycle,present,2
2139,1592,student,bicycle,future,no_opinion
2140,1593,wimi,bicycle,present,2
2141,1593,wimi,bicycle,future,-2
2142,1594,student,train-far,present,2
2143,1594,student,train-far,future,0
2144,1595,student,bicycle,present,2
2145,1595,student,bicycle,future,2
2146,1597,student,bus,present,-1
2147,1597,student,bus,future,-1
2148,1598,student,train-short,present,2
2149,1598,student,train-short,future,-2
2150,1599,student,car-driver,present,1
2151,1599,student,car-driver,future,no_opinion
2152,1600,niwi,bus,present,1
2153,1600,niwi,bus,future,-1
2154,1601,student,bicycle,present,2
2155,1601,student,bicycle,future,-2
2156,1602,student,train-short,present,1
2157,1602,student,train-short,future,0
2158,1603,niwi,bus,present,1
2159,1603,niwi,bus,future,no_answer
2160,1604,wimi,bus,present,2
2161,1604,wimi,bus,future,-2
2162,1605,student,bus,present,0
2163,1605,student,bus,future,-1
2164,1606,niwi,car-driver,present,-1
2165,1606,niwi,car-driver,future,1
2166,1607,student,walk,present,2
2167,1607,student,walk,future,no_opinion
2168,1608,student,train-short,present,2
2169,1608,student,train-short,future,no_opinion
2170,1609,niwi,car-driver,present,no_opinion
2171,1609,niwi,car-driver,future,-2
2172,1610,student,car-driver,present,1
2173,1610,student,car-driver,future,2
2174,1611,student,walk,present,2
2175,1611,student,walk,future,-2
2176,1614,student,bus,present,1
2177,1614,student,bus,future,0
2178,1615,student,bus,present,1
2179,1615,student,bus,future,-2
2180,1616,wimi,ebike,present,2
2181,1616,wimi,ebike,future,no_answer
2182,1617,student,,present,1
2183,1617,student,,future,-1
2184,1619,student,,present,-1
2185,1619,student,,future,1
2186,1621,student,bus,present,2
2187,1621,student,bus,future,no_answer
2188,1625,student,,present,1
2189,1625,student,,future,1
2190,1626,student,,present,2
2191,1626,student,,future,no_opinion
2192,1627,student,bicycle,present,2
2193,1627,student,bicycle,future,-2
2194,1628,student,car-driver,present,no_answer
2195,1628,student,car-driver,future,1
2196,1629,student,bus,present,-1
2197,1629,student,bus,future,1
2198,1630,niwi,bicycle,present,2
2199,1630,niwi,bicycle,future,no_opinion
2200,1631,wimi,bus,present,2
2201,1631,wimi,bus,future,-2
2202,1632,student,car-driver,present,-1
2203,1632,student,car-driver,future,1
2204,1633,student,car-driver,present,-1
2205,1633,student,car-driver,future,-1
2206,1634,student,bus,present,2
2207,1634,student,bus,future,-1
2208,1636,student,bus,present,no_answer
2209,1636,student,bus,future,no_answer
2210,1638,student,car-driver,present,-2
2211,1638,student,car-driver,future,0
2212,1639,student,train-short,present,-1
2213,1639,student,train-short,future,1
2214,1644,student,car-driver,present,0
2215,1644,student,car-driver,future,0
2216,1645,niwi,train-short,present,2
2217,1645,niwi,train-short,future,-2
2218,1646,student,bicycle,present,2
2219,1646,student,bicycle,future,2
2220,1647,niwi,bicycle,present,2
2221,1647,niwi,bicycle,future,-2
2222,1648,prof,train-far,present,-1
2223,1648,prof,train-far,future,0
2224,1649,wimi,car-driver,present,-1
2225,1649,wimi,car-driver,future,0
2226,1650,student,train-far,present,2
2227,1650,student,train-far,future,2
2228,1651,student,train-short,present,1
2229,1651,student,train-short,future,-2
2230,1654,student,bicycle,present,2
2231,1654,student,bicycle,future,-1
2232,1655,student,car-driver,present,0
2233,1655,student,car-driver,future,-1
2234,1656,niwi,car-driver,present,-1
2235,1656,niwi,car-driver,future,-1
2236,1657,prof,bicycle,present,2
2237,1657,prof,bicycle,future,0
2238,1659,student,bus,present,2
