,participant_id,status,main_vehicle,topic,response
2857,2069,wimi,train-far,future,-2
2858,2070,student,train-short,present,1
2859,2070,student,train-short,future,-1
2860,2071,student,train-short,present,2
2861,2071,student,train-short,future,no_opinion
2862,2072,student,car-driver,present,-1
2863,2072,student,car-driver,future,0
2864,2073,student,bus,present,1
2865,2073,student,bus,future,1
2866,2074,student,bus,present,-1
2867,2074,student,bus,future,no_answer
2868,2075,student,train-short,present,1
2869,2075,student,train-short,future,-1
2870,2076,student,bicycle,present,2
2871,2076,student,bicycle,future,no_opinion
2872,2077,student,train-short,present,1
2873,2077,student,train-short,future,-2
2874,2079,student,car-driver,present,-2
2875,2079,student,car-driver,future,-2
2876,2080,student,walk,present,2
2877,2080,student,walk,future,-2
2878,2081,student,train-short,present,1
2879,2081,student,train-short,future,-1
2880,2082,other,,present,2
2881,2082,other,,future,-2
2882,2083,student,car-driver,present,1
2883,2083,student,car-driver,future,-2
2884,2084,student,bus,present,1
2885,2084,student,bus,future,0
2886,2085,student,train-short,present,2
2887,2085,student,train-short,future,no_answer
2888,2086,student,,present,0
2889,2086,student,,future,1
2890,2087,student,bus,present,2
2891,2087,student,bus,future,-2
2892,2089,wimi,bus,present,0
2893,2089,wimi,bus,future,0
2894,2090,niwi,car-driver,present,-2
2895,2090,niwi,car-driver,future,0
2896,2091,student,train-short,present,1
2897,2091,student,train-short,future,no_opinion
2898,2092,student,bus,present,1
2899,2092,student,bus,future,1
2900,2093,student,car-driver,present,-1
2901,2093,student,car-driver,future,-2
2902,2094,prof,bus,present,1
2903,2094,prof,bus,future,-1
2904,2095,student,bus,present,1
2905,2095,student,bus,future,0
2906,2096,student,train-far,present,2
2907,2096,student,train-far,future,-1
2908,2097,student,bicycle,present,2
2909,2097,student,bicycle,future,-2
2910,2098,student,train-short,present,2
2911,2098,student,train-short,future,no_opinion
2912,2099,student,train-short,present,1
2913,2099,student,train-short,future,0
2914,2100,student,bus,present,2
2915,2100,student,bus,future,-2
2916,2103,student,bus,present,2
2917,2103,student,bus,future,0
2918,2104,student,car-driver,present,2
2919,2104,student,car-driver,future,-2
2920,2105,student,bicycle,present,2
2921,2105,student,bicycle,future,-1
2922,2106,student,car-driver,present,-2
2923,2106,student,car-driver,future,0
2924,2107,student,bus,present,1
2925,2107,student,bus,future,0
2926,2108,student,car-driver,present,-1
2927,2108,student,car-driver,future,1
2928,2109,student,car-driver,present,1
2929,2109,student,car-driver,future,1
2930,2110,student,car-driver,present,-2
2931,2110,student,car-driver,future,0
2932,2111,student,car-driver,present,2
2933,2111,student,car-driver,future,-2
2934,2112,student,train-short,present,2
2935,2112,student,train-short,future,no_answer
2936,2113,student,bus,present,1
2937,2113,student,bus,future,no_answer
2938,2114,student,,present,no_opinion
2939,2114,student,,future,no_opinion
2940,2115,student,train-far,present,2
2941,2115,student,train-far,future,2
2942,2117,prof,train-far,present,0
2943,2117,prof,train-far,future,no_answer
2944,2118,student,bus,present,2
2945,2118,student,bus,future,1
2946,2122,student,car-driver,present,no_opinion
2947,2122,student,car-driver,future,no_opinion
2948,2123,prof,train-short,present,2
2949,2123,prof,train-short,future,no_answer
2950,2124,student,train-short,present,2
2951,2124,student,train-short,future,-2
2952,2125,student,train-far,present,1
2953,2125,student,train-far,future,-1
2954,2126,student,bus,present,2
2955,2126,student,bus,future,0
2956,2127,student,walk,present,2
2957,2127,student,walk,future,-2
2958,2128,student,walk,present,0
2959,2128,student,walk,future,-2
2960,2129,student,bus,present,1
2961,2129,student,bus,future,-1
2962,2130,student,bicycle,present,2
2963,2130,student,bicycle,future,no_opinion
2964,2132,student,train-short,present,0
2965,2132,student,train-short,future,0
2966,2133,student,car-driver,present,-2
2967,2133,student,car-driver,future,-1
2968,2134,student,walk,present,2
2969,2134,student,walk,future,no_opinion
2970,2136,student,bus,present,2
2971,2136,student,bus,future,-2
2972,2137,student,car-driver,present,-2
2973,2137,student,car-driver,future,2
2974,2138,student,car-passenger,present,0
2975,2138,student,car-passenger,future,-1
2976,2139,student,car-driver,present,0
2977,2139,student,car-driver,future,-2
2978,2140,student,car-driver,present,-1
2979,2140,student,car-driver,future,0
2980,2141,student,bus,present,1
2981,2141,student,bus,future,1
2982,2142,student,bus,present,2
2983,2142,student,bus,future,-2
2984,2145,student,bus,present,2
2985,2145,student,bus,future,-1
2986,2146,prof,car-driver,present,2
2987,2146,prof,car-driver,future,-1
2988,2148,student,ebike,present,1
2989,2148,student,ebike,future,-2
2990,2149,student,car-driver,present,-1
2991,2149,student,car-driver,future,no_opinion
2992,2150,student,car-driver,present,-1
2993,2150,student,car-driver,future,1
2994,2153,student,bus,present,2
2995,2153,student,bus,future,2
2996,2154,student,bus,present,-1
2997,2154,student,bus,future,no_opinion
2998,2157,student,train-short,present,2
2999,2157,student,train-short,future,-1
3000,2159,student,train-short,present,0
3001,2159,student,train-short,future,1
3002,2160,student,car-driver,present,0
3003,2160,student,car-driver,future,-1
3004,2161,student,bus,present,2
3005,2161,student,bus,future,0
3006,2163,student,bus,present,1
3007,2163,student,bus,future,1
3008,2164,student,train-short,present,2
3009,2164,student,train-short,future,-2
3010,2165,student,bicycle,present,1
3011,2165,student,bicycle,future,-1
3012,2166,student,train-short,present,1
3013,2166,student,train-short,future,0
3014,2168,prof,car-driver,present,-1
3015,2168,prof,car-driver,future,-1
3016,2169,wimi,bicycle,present,2
3017,2169,wimi,bicycle,future,-2
3018,2171,student,bus,present,1
3019,2171,student,bus,future,no_opinion
3020,2172,student,bus,present,2
3021,2172,student,bus,future,2
3022,2174,other,car-driver,present,-1
3023,2174,other,car-driver,future,0
3024,2175,student,bus,present,2
3025,2175,student,bus,future,0
3026,2176,student,bus,present,1
3027,2176,student,bus,future,0
3028,2177,other,car-driver,present,-1
3029,2177,other,car-driver,future,1
3030,2180,student,train-short,present,2
3031,2180,student,train-short,future,no_opinion
3032,2181,wimi,bicycle,present,2
3033,2181,wimi,bicycle,future,no_answer
3034,2183,student,bus,present,1
3035,2183,student,bus,future,0
3036,2184,student,bicycle,present,2
3037,2184,student,bicycle,future,-1
3038,2185,student,car-driver,present,1
3039,2185,student,car-driver,future,0
3040,2186,student,bus,present,2
3041,2186,student,bus,future,-2
3042,2187,student,bicycle,present,2
3043,2187,student,bicycle,future,-2
3044,2188,student,walk,present,2
3045,2188,student,walk,future,-2
3046,2189,student,,present,-1
3047,2189,student,,future,1
3048,2192,student,bus,present,1
3049,2192,student,bus,future,0
3050,2193,student,car-driver,present,-1
3051,2193,student,car-driver,future,0
3052,2194,student,train-far,present,1
3053,2194,student,train-far,future,2
3054,2195,student,car-driver,present,-2
3055,2195,student,car-driver,future,0
3056,2196,student,bus,present,2
3057,2196,student,bus,future,1
3058,2197,student,car-driver,present,1
3059,2197,student,car-driver,future,1
3060,2198,student,train-short,present,0
3061,2198,student,train-short,future,1
3062,2200,student,train-short,present,2
3063,2200,student,train-short,future,0
3064,2203,student,,present,2
3065,2203,student,,future,2
3066,2204,student,car-driver,present,-2
3067,2204,student,car-driver,future,0
3068,2205,student,ebike,present,2
3069,2205,student,ebike,future,-1
3070,2206,student,car-driver,present,-2
3071,2206,student,car-driver,future,0
3072,2208,student,car-driver,present,-1
3073,2208,student,car-driver,future,1
3074,2209,niwi,car-passenger,present,-1
3075,2209,niwi,car-passenger,future,1
3076,2210,niwi,car-driver,present,0
3077,2210,niwi,car-driver,future,-1
3078,2212,other,train-far,present,2
3079,2212,other,train-far,future,-2
3080,2213,prof,bicycle,present,2
3081,2213,prof,bicycle,future,-2
3082,2214,student,train-short,present,2
3083,2214,student,train-short,future,-2
3084,2219,wimi,car-driver,present,1
3085,2219,wimi,car-driver,future,-2
3086,2221,student,car-driver,present,1
3087,2221,student,car-driver,future,2
3088,2222,student,car-driver,present,-1
3089,2222,student,car-driver,future,0
3090,2223,student,motorbike,present,-1
3091,2223,student,motorbike,future,0
3092,2224,student,bus,present,2
3093,2224,student,bus,future,0
3094,2225,student,train-short,present,2
3095,2225,student,train-short,future,no_opinion
3096,2227,student,car-driver,present,-2
3097,2227,student,car-driver,future,no_opinion
3098,2228,student,car-driver,present,1
3099,2228,student,car-driver,future,0
3100,2229,student,car-driver,present,no_answer
3101,2229,student,car-driver,future,1
3102,2231,student,train-short,present,-1
3103,2231,student,train-short,future,0
3104,2232,student,car-driver,present,no_answer
3105,2232,student,car-driver,future,1
3106,2234,student,car-driver,present,-1
3107,2234,student,car-driver,future,1
3108,2235,student,bicycle,present,2
3109,2235,student,bicycle,future,-2
3110,2236,student,car-driver,present,no_opinion
3111,2236,student,car-driver,future,-1
3112,2238,student,train-short,present,1
3113,2238,student,train-short,future,no_opinion
3114,2240,student,bus,present,2
3115,2240,student,bus,future,0
3116,2241,prof,car-driver,present,no_answer
3117,2241,prof,car-driver,future,no_answer
3118,2242,student,motorbike,present,1
3119,2242,student,motorbike,future,-2
3120,2243,student,bus,present,1
3121,2243,student,bus,future,0
3122,2244,student,bicycle,present,2
3123,2244,student,bicycle,future,-1
3124,2245,student,bus,present,1
3125,2245,student,bus,future,1
3126,2246,student,bus,present,1
3127,2246,student,bus,future,no_opinion
3128,2247,wimi,train-short,present,1
3129,2247,wimi,train-short,future,0
3130,2248,student,walk,present,1
3131,2248,student,walk,future,1
3132,2249,student,bus,present,0
3133,2249,student,bus,future,-1
3134,2251,wimi,bicycle,present,1
3135,2251,wimi,bicycle,future,no_opinion
3136,2252,student,car-passenger,present,-1
3137,2252,student,car-passenger,future,2
3138,2254,student,car-driver,present,no_opinion
3139,2254,student,car-driver,future,no_opinion
3140,2255,student,bicycle,present,2
3141,2255,student,bicycle,future,0
3142,2258,student,bus,present,2
3143,2258,student,bus,future,2
3144,2260,student,train-short,present,2
3145,2260,student,train-short,future,no_answer
3146,2261,student,car-driver,present,0
3147,2261,student,car-driver,future,1
3148,2262,student,bus,present,1
3149,2262,student,bus,future,0
3150,2266,student,bus,present,0
3151,2266,student,bus,future,-2
3152,2267,student,bus,present,1
3153,2267,student,bus,future,no_opinion
3154,2268,prof,bicycle,present,2
3155,2268,prof,bicycle,future,-2
3156,2269,student,bicycle,present,2
3157,2269,student,bicycle,future,-2
3158,2270,student,bicycle,present,2
3159,2270,student,bicycle,future,-2
3160,2272,student,bus,present,1
3161,2272,student,bus,future,0
3162,2275,student,car-driver,present,0
3163,2275,student,car-driver,future,-1
3164,2276,student,walk,present,2
3165,2276,student,walk,future,no_opinion
3166,2277,student,bus,present,2
3167,2277,student,bus,future,no_opinion
3168,2278,student,car-driver,present,-2
3169,2278,student,car-driver,future,-1
3170,2279,student,bus,present,-1
3171,2279,student,bus,future,1
3172,2281,student,train-short,present,2
3173,2281,student,train-short,future,-2
3174,2282,student,bus,present,0
3175,2282,student,bus,future,1
3176,2283,student,bus,present,2
3177,2283,student,bus,future,-1
3178,2284,prof,train-short,present,2
3179,2284,prof,train-short,future,0
3180,2285,student,bus,present,1
3181,2285,student,bus,future,-1
3182,2286,student,bus,present,0
3183,2286,student,bus,future,0
3184,2287,wimi,walk,present,2
3185,2287,wimi,walk,future,0
3186,2288,student,bus,present,1
3187,2288,student,bus,future,0
3188,2290,student,train-short,present,2
3189,2290,student,train-short,future,-1
3190,2291,student,bus,present,1
3191,2291,student,bus,future,no_opinion
3192,2293,student,car-driver,present,-1
3193,2293,student,car-driver,future,1
3194,2294,student,,present,2
3195,2294,student,,future,-2
3196,2296,student,bicycle,present,1
3197,2296,student,bicycle,future,0
3198,2298,student,bus,present,2
3199,2298,student,bus,future,no_opinion
3200,2299,student,bus,present,1
3201,2299,student,bus,future,0
3202,2300,other,bus,present,2
3203,2300,other,bus,future,-1
3204,2301,niwi,car-driver,present,0
3205,2301,niwi,car-driver,future,0
3206,2302,student,train-short,present,2
3207,2302,student,train-short,future,2
3208,2306,student,train-short,present,1
3209,2306,student,train-short,future,no_opinion
3210,2307,student,car-driver,present,-1
3211,2307,student,car-driver,future,0
3212,2310,niwi,car-driver,present,no_opinion
3213,2310,niwi,car-driver,future,-2
3214,2311,other,car-driver,present,no_opinion
3215,2311,other,car-driver,future,no_opinion
3216,2312,wimi,bicycle,present,2
3217,2312,wimi,bicycle,future,0
3218,2313,niwi,car-driver,present,no_answer
3219,2313,niwi,car-driver,future,no_answer
3220,2314,niwi,ebike,present,2
3221,2314,niwi,ebike,future,no_answer
3222,2316,niwi,walk,present,1
3223,2316,niwi,walk,future,-1
3224,2317,niwi,car-driver,present,1
3225,2317,niwi,car-driver,future,0
3226,2318,niwi,car-driver,present,no_opinion
3227,2318,niwi,car-driver,future,no_opinion
3228,2320,niwi,car-driver,present,no_opinion
3229,2320,niwi,car-driver,future,no_opinion
3230,2321,student,,present,1
3231,2321,student,,future,-1
3232,2322,niwi,car-driver,present,0
3233,2322,niwi,car-driver,future,0
3234,2323,student,train-far,present,1
3235,2323,student,train-far,future,2
3236,2325,niwi,car-driver,present,-1
3237,2325,niwi,car-driver,future,1
3238,2326,niwi,car-driver,present,0
3239,2326,niwi,car-driver,future,0
3240,2328,niwi,car-driver,present,no_answer
3241,2328,niwi,car-driver,future,no_answer
3242,2330,niwi,train-short,present,2
3243,2330,niwi,train-short,future,0
3244,2331,niwi,car-driver,present,-1
3245,2331,niwi,car-driver,future,-1
3246,2333,niwi,car-driver,present,-1
3247,2333,niwi,car-driver,future,-1
3248,2334,niwi,car-driver,present,no_opinion
3249,2334,niwi,car-driver,future,no_opinion
3250,2336,niwi,train-short,present,1
3251,2336,niwi,train-short,future,-2
3252,2338,niwi,car-driver,present,2
3253,2338,niwi,car-driver,future,-2
3254,2339,student,train-short,present,2
3255,2339,student,train-short,future,-2
3256,2340,niwi,car-driver,present,1
3257,2340,niwi,car-driver,future,-1
3258,2343,niwi,car-driver,present,2
3259,2343,niwi,car-driver,future,0
3260,2344,niwi,car-driver,present,0
3261,2344,niwi,car-driver,future,-2
3262,2345,student,train-short,present,1
3263,2345,student,train-short,future,1
3264,2346,wimi,car-driver,present,-1
3265,2346,wimi,car-driver,future,0
3266,2347,niwi,bus,present,2
3267,2347,niwi,bus,future,no_answer
3268,2348,niwi,bus,present,2
3269,2348,niwi,bus,future,-2
3270,2350,niwi,car-driver,present,1
3271,2350,niwi,car-driver,future,-1
3272,2351,student,bus,present,2
3273,2351,student,bus,future,-1
3274,2354,student,bus,present,2
3275,2354,student,bus,future,0
3276,2355,niwi,car-driver,present,2
3277,2355,niwi,car-driver,future,-1
3278,2356,student,train-short,present,1
3279,2356,student,train-short,future,0
3280,2357,student,walk,present,2
3281,2357,student,walk,future,no_opinion
3282,2358,student,walk,present,2
3283,2358,student,walk,future,0
3284,2359,niwi,car-driver,present,-1
3285,2359,niwi,car-driver,future,-2
3286,2360,niwi,car-driver,present,-2
3287,2360,niwi,car-driver,future,1
3288,2361,niwi,train-short,present,2
3289,2361,niwi,train-short,future,1
3290,2362,niwi,car-driver,present,-2
3291,2362,niwi,car-driver,future,0
3292,2363,niwi,car-driver,present,2
3293,2363,niwi,car-driver,future,-2
3294,2364,student,train-short,present,1
3295,2364,student,train-short,future,-1
3296,2365,niwi,car-driver,present,no_opinion
3297,2365,niwi,car-driver,future,no_opinion
3298,2366,niwi,,present,no_opinion
3299,2366,niwi,,future,no_answer
3300,2367,niwi,car-driver,present,0
3301,2367,niwi,car-driver,future,0
3302,2368,other,car-driver,present,no_answer
3303,2368,other,car-driver,future,0
3304,2369,other,car-driver,present,0
3305,2369,other,car-driver,future,0
3306,2371,niwi,car-driver,present,-1
3307,2371,niwi,car-driver,future,1
3308,2372,niwi,car-driver,present,-2
3309,2372,niwi,car-driver,future,-2
3310,2374,niwi,car-driver,present,-1
3311,2374,niwi,car-driver,future,-1
3312,2375,niwi,car-driver,present,-1
3313,2375,niwi,car-driver,future,-1
3314,2377,niwi,car-driver,present,0
3315,2377,niwi,car-driver,future,-1
3316,2378,wimi,bicycle,present,2
3317,2378,wimi,bicycle,future,no_opinion
3318,2379,other,car-driver,present,2
3319,2379,other,car-driver,future,2
3320,2380,niwi,car-driver,present,no_answer
3321,2380,niwi,car-driver,future,no_answer
3322,2382,niwi,car-driver,present,2
3323,2382,niwi,car-driver,future,no_opinion
3324,2383,student,car-driver,present,-2
3325,2383,student,car-driver,future,1
3326,2384,prof,car-driver,present,1
3327,2384,prof,car-driver,future,-1
3328,2385,student,train-short,present,2
3329,2385,student,train-short,future,-1
3330,2386,niwi,car-driver,present,-1
3331,2386,niwi,car-driver,future,-2
3332,2387,student,bicycle,present,1
3333,2387,student,bicycle,future,1
3334,2388,student,train-short,present,1
3335,2388,student,train-short,future,-2
3336,2389,niwi,car-driver,present,0
3337,2389,niwi,car-driver,future,0
3338,2390,niwi,car-driver,present,-1
3339,2390,niwi,car-driver,future,0
3340,2391,student,train-short,present,2
3341,2391,student,train-short,future,no_opinion
3342,2392,wimi,car-driver,present,-1
3343,2392,wimi,car-driver,future,-2
3344,2393,student,,present,2
3345,2393,student,,future,0
3346,2394,student,bicycle,present,1
3347,2394,student,bicycle,future,-1
3348,2398,student,car-driver,present,-1
3349,2398,student,car-driver,future,-2
3350,2399,student,car-driver,present,0
3351,2399,student,car-driver,future,-1
3352,2400,student,car-driver,present,-2
3353,2400,student,car-driver,future,1
3354,2401,niwi,car-driver,present,0
3355,2401,niwi,car-driver,future,-2
3356,2404,wimi,car-driver,present,0
3357,2404,wimi,car-driver,future,-1
3358,2405,student,bus,present,1
3359,2405,student,bus,future,1
3360,2407,student,bus,present,2
3361,2407,student,bus,future,-2
3362,2409,student,car-driver,present,no_opinion
3363,2409,student,car-driver,future,no_opinion
3364,2410,niwi,car-driver,present,-1
3365,2410,niwi,car-driver,future,0
3366,2411,student,train-short,present,2
3367,2411,student,train-short,future,0
3368,2412,student,bus,present,2
3369,2412,student,bus,future,0
3370,2413,student,car-driver,present,-2
3371,2413,student,car-driver,future,1
3372,2414,student,,present,1
3373,2414,student,,future,0
3374,2418,other,ebike,present,2
3375,2418,other,ebike,future,-2
3376,2419,student,bus,present,2
3377,2419,student,bus,future,0
3378,2420,student,train-short,present,1
3379,2420,student,train-short,future,1
3380,2422,niwi,car-driver,present,2
3381,2422,niwi,car-driver,future,0
3382,2423,prof,bicycle,present,2
3383,2423,prof,bicycle,future,-2
3384,2424,niwi,car-driver,present,-2
3385,2424,niwi,car-driver,future,-1
3386,2425,student,bus,present,2
3387,2425,student,bus,future,-1
3388,2426,student,car-driver,present,1
3389,2426,student,car-driver,future,1
3390,2427,niwi,car-driver,present,1
3391,2427,niwi,car-driver,future,0
3392,2429,niwi,car-driver,present,-1
3393,2429,niwi,car-driver,future,0
3394,2430,niwi,car-driver,present,-1
3395,2430,niwi,car-driver,future,-1
3396,2431,niwi,car-driver,present,no_answer
3397,2431,niwi,car-driver,future,no_answer
3398,2433,wimi,car-driver,present,2
3399,2433,wimi,car-driver,future,0
3400,2434,student,bus,present,2
3401,2434,student,bus,future,-2
3402,2435,niwi,car-driver,present,-1
3403,2435,niwi,car-driver,future,-2
3404,2436,student,bus,present,2
3405,2436,student,bus,future,-1
3406,2437,niwi,car-driver,present,no_answer
3407,2437,niwi,car-driver,future,2
3408,2440,student,bus,present,1
3409,2440,student,bus,future,0
3410,2441,niwi,car-driver,present,-1
3411,2441,niwi,car-driver,future,-1
3412,2442,student,bicycle,present,2
3413,2442,student,bicycle,future,-2
3414,2443,niwi,train-short,present,2
3415,2443,niwi,train-short,future,-2
3416,2445,niwi,car-driver,present,0
3417,2445,niwi,car-driver,future,-2
3418,2446,other,car-driver,present,-2
3419,2446,other,car-driver,future,no_opinion
3420,2447,student,train-short,present,0
3421,2447,student,train-short,future,1
3422,2448,niwi,car-driver,present,1
3423,2448,niwi,car-driver,future,-2
3424,2449,student,bicycle,present,2
3425,2449,student,bicycle,future,no_opinion
3426,2450,niwi,car-driver,present,2
3427,2450,niwi,car-driver,future,no_answer
3428,2451,niwi,bicycle,present,2
3429,2451,niwi,bicycle,future,no_opinion
3430,2452,student,walk,present,2
3431,2452,student,walk,future,-1
3432,2453,niwi,car-driver,present,-1
3433,2453,niwi,car-driver,future,1
3434,2454,wimi,bicycle,present,-2
3435,2454,wimi,bicycle,future,no_answer
3436,2457,niwi,car-driver,present,0
3437,2457,niwi,car-driver,future,0
3438,2458,niwi,car-driver,present,1
3439,2458,niwi,car-driver,future,no_opinion
3440,2459,wimi,bicycle,present,2
3441,2459,wimi,bicycle,future,-2
3442,2460,niwi,car-driver,present,0
3443,2460,niwi,car-driver,future,-1
3444,2461,student,bus,present,2
3445,2461,student,bus,future,-1
3446,2462,wimi,car-driver,present,-2
3447,2462,wimi,car-driver,future,-1
3448,2463,niwi,car-driver,present,0
3449,2463,niwi,car-driver,future,0
3450,2465,student,bicycle,present,2
3451,2465,student,bicycle,future,no_opinion
3452,2466,niwi,bicycle,present,2
3453,2466,niwi,bicycle,future,-2
3454,2467,student,bus,present,2
3455,2467,student,bus,future,-1
3456,2470,student,train-short,present,2
3457,2470,student,train-short,future,no_opinion
3458,2471,niwi,car-driver,present,-1
3459,2471,niwi,car-driver,future,1
3460,2472,student,bus,present,1
3461,2472,student,bus,future,-2
3462,2473,niwi,bicycle,present,2
3463,2473,niwi,bicycle,future,-2
3464,2474,student,walk,present,2
3465,2474,student,walk,future,-2
3466,2475,niwi,bus,present,2
3467,2475,niwi,bus,future,0
3468,2476,student,train-short,present,2
3469,2476,student,train-short,future,no_opinion
3470,2479,student,bus,present,0
3471,2479,student,bus,future,1
3472,2480,student,walk,present,2
3473,2480,student,walk,future,-2
3474,2481,niwi,car-driver,present,0
3475,2481,niwi,car-driver,future,0
3476,2482,wimi,car-driver,present,-1
3477,2482,wimi,car-driver,future,1
3478,2483,niwi,,present,2
3479,2483,niwi,,future,no_answer
3480,2484,student,car-driver,present,-1
3481,2484,student,car-driver,future,0
3482,2485,student,train-far,present,2
3483,2485,student,train-far,future,-2
3484,2486,niwi,bus,present,2
3485,2486,niwi,bus,future,no_answer
3486,2487,student,bus,present,2
3487,2487,student,bus,future,no_opinion
3488,2488,student,car-driver,present,no_opinion
3489,2488,student,car-driver,future,no_opinion
3490,2489,wimi,bus,present,1
3491,2489,wimi,bus,future,1
3492,2491,student,car-driver,present,-1
3493,2491,student,car-driver,future,0
3494,2492,student,bus,present,2
3495,2492,student,bus,future,-1
3496,2493,wimi,car-driver,present,0
3497,2493,wimi,car-driver,future,1
3498,2494,student,bus,present,2
3499,2494,student,bus,future,-2
3500,2495,student,bus,present,2
3501,2495,student,bus,future,-2
3502,2497,student,car-driver,present,1
3503,2497,student,car-driver,future,2
3504,2499,wimi,car-driver,present,2
3505,2499,wimi,car-driver,future,no_opinion
3506,2500,student,bus,present,2
3507,2500,student,bus,future,-2
3508,2501,wimi,walk,present,2
3509,2501,wimi,walk,future,0
3510,2502,student,walk,present,1
3511,2502,student,walk,future,-1
3512,2504,student,bicycle,present,2
3513,2504,student,bicycle,future,0
3514,2505,student,bus,present,2
3515,2505,student,bus,future,no_opinion
3516,2507,niwi,car-driver,present,-1
3517,2507,niwi,car-driver,future,-1
3518,2508,niwi,car-driver,present,no_answer
3519,2508,niwi,car-driver,future,2
3520,2509,wimi,bus,present,1
3521,2509,wimi,bus,future,0
3522,2510,student,car-driver,present,no_opinion
3523,2510,student,car-driver,future,no_opinion
3524,2511,student,,present,2
3525,2511,student,,future,2
3526,2515,niwi,,present,no_opinion
3527,2515,niwi,,future,1
3528,2517,niwi,car-driver,present,1
3529,2517,niwi,car-driver,future,no_opinion
3530,2519,niwi,car-driver,present,0
3531,2519,niwi,car-driver,future,0
3532,2520,niwi,bus,present,2
3533,2520,niwi,bus,future,-2
3534,2522,student,car-driver,present,-1
3535,2522,student,car-driver,future,0
3536,2524,niwi,bicycle,present,2
3537,2524,niwi,bicycle,future,no_answer
3538,2525,niwi,car-driver,present,2
3539,2525,niwi,car-driver,future,no_answer
3540,2526,wimi,bus,present,1
3541,2526,wimi,bus,future,0
3542,2527,wimi,bus,present,2
3543,2527,wimi,bus,future,-2
3544,2529,student,car-driver,present,-1
3545,2529,student,car-driver,future,-1
3546,2530,niwi,bicycle,present,2
3547,2530,niwi,bicycle,future,-1
3548,2532,student,bus,present,1
3549,2532,student,bus,future,0
3550,2533,niwi,car-driver,present,0
3551,2533,niwi,car-driver,future,0
3552,2534,prof,bicycle,present,2
3553,2534,prof,bicycle,future,-2
3554,2535,student,bus,present,1
3555,2535,student,bus,future,0
3556,2536,niwi,bicycle,present,2
3557,2536,niwi,bicycle,future,-2
3558,2537,student,train-short,present,1
3559,2537,student,train-short,future,-1
3560,2538,other,bus,present,2
3561,2538,other,bus,future,no_answer
3562,2539,student,car-driver,present,-1
3563,2539,student,car-driver,future,0
3564,2540,student,walk,present,2
3565,2540,student,walk,future,-2
3566,2542,niwi,car-driver,present,1
3567,2542,niwi,car-driver,future,-2
3568,2543,student,train-short,present,2
3569,2543,student,train-short,future,0
3570,2544,niwi,train-short,present,2
3571,2544,niwi,train-short,future,0
3572,2545,student,car-passenger,present,1
3573,2545,student,car-passenger,future,0
3574,2546,student,car-driver,present,-1
3575,2546,student,car-driver,future,0
3576,2547,student,bus,present,2
3577,2547,student,bus,future,0
3578,2548,student,car-passenger,present,1
3579,2548,student,car-passenger,future,-2
3580,2549,prof,bus,present,1
3581,2549,prof,bus,future,-1
3582,2550,student,car-driver,present,1
3583,2550,student,car-driver,future,0
3584,2551,niwi,walk,present,2
3585,2551,niwi,walk,future,-2
3586,2552,wimi,bicycle,present,2
3587,2552,wimi,bicycle,future,-2
3588,2553,student,bicycle,present,2
3589,2553,student,bicycle,future,0
3590,2554,student,car-driver,present,no_opinion
3591,2554,student,car-driver,future,no_opinion
3592,2556,wimi,car-driver,present,-2
3593,2556,wimi,car-driver,future,-1
3594,2558,other,walk,present,1
3595,2558,other,walk,future,-1
3596,2559,wimi,walk,present,2
3597,2559,wimi,walk,future,-2
3598,2560,student,bicycle,present,2
3599,2560,student,bicycle,future,0
3600,2561,niwi,car-driver,present,1
3601,2561,niwi,car-driver,future,-1
3602,2562,student,car-driver,present,0
3603,2562,student,car-driver,future,1
3604,2563,student,car-driver,present,1
3605,2563,student,car-driver,future,1
3606,2564,niwi,car-driver,present,1
3607,2564,niwi,car-driver,future,1
3608,2566,niwi,bicycle,present,1
3609,2566,niwi,bicycle,future,1
3610,2567,niwi,bicycle,present,2
3611,2567,niwi,bicycle,future,1
3612,2569,student,bus,present,1
3613,2569,student,bus,future,0
3614,2570,niwi,car-driver,present,-1
3615,2570,niwi,car-driver,future,-1
3616,2571,student,car-driver,present,no_opinion
3617,2571,student,car-driver,future,no_opinion
3618,2572,niwi,train-short,present,2
3619,2572,niwi,train-short,future,no_opinion
3620,2574,student,car-driver,present,-1
3621,2574,student,car-driver,future,1
3622,2577,student,bicycle,present,2
3623,2577,student,bicycle,future,-2
3624,2578,niwi,car-driver,present,1
3625,2578,niwi,car-driver,future,-2
3626,2579,niwi,car-driver,present,0
3627,2579,niwi,car-driver,future,1
3628,2580,student,bus,present,2
3629,2580,student,bus,future,-2
3630,2581,wimi,bus,present,1
3631,2581,wimi,bus,future,-2
3632,2583,student,car-driver,present,-1
3633,2583,student,car-driver,future,-1
3634,2584,student,bus,present,1
3635,2584,student,bus,future,-1
3636,2585,niwi,car-driver,present,2
3637,2585,niwi,car-driver,future,no_answer
3638,2586,niwi,car-driver,present,0
3639,2586,niwi,car-driver,future,1
3640,2587,student,bus,present,1
3641,2587,student,bus,future,-1
3642,2588,wimi,bus,present,1
3643,2588,wimi,bus,future,0
3644,2590,wimi,ebike,present,1
3645,2590,wimi,ebike,future,2
3646,2591,wimi,,present,2
3647,2591,wimi,,future,no_opinion
3648,2593,niwi,car-driver,present,-1
3649,2593,niwi,car-driver,future,-1
3650,2594,student,car-driver,present,0
